time,Red,Green,Blue,,accuracy,precision,,Red after Sorting,Green after sorting,Blue after sorting,,,Reading (red),Repeated,Accuracy,precision,,Reading (Green),Repeated,,Reading (Blue),Repeated
28482,182,236,181,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28615,182,237,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28747,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28781,182,231,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28882,182,236,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28898,182,237,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28931,182,237,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
29248,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
29315,182,236,176,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
29348,182,237,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
29381,182,231,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
29548,182,238,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30080,182,236,175,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30114,182,236,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30363,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30398,182,237,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30430,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30464,182,230,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30497,182,237,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30630,182,235,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30648,182,237,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30714,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30948,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30965,182,231,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
30998,182,231,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
31031,182,236,181,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
32147,182,236,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
32181,182,236,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
33632,182,229,181,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
33664,182,236,181,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
34864,182,235,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
34899,182,236,181,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
35214,182,236,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
35447,182,237,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
35481,182,230,181,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
35497,182,235,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
36698,182,236,183,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
36765,182,237,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
36798,182,236,181,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
36964,182,230,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37114,182,237,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37181,182,236,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37215,182,237,183,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37247,182,230,181,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37399,182,237,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37465,182,236,176,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37497,182,236,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37531,182,230,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37565,182,236,181,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37814,182,236,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
37881,182,237,183,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
38014,182,236,175,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
38198,182,230,183,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
38232,182,236,182,,0.983240223,0.996053578,,182,237,182,,,,,,,,,,,,
38264,182,230,181,,0.983240223,0.996053578,,183,237,183,,,,,,,,,,,,
10463,183,236,176,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
10963,183,231,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
10997,183,236,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11096,183,238,178,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11196,183,237,177,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11230,183,236,176,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11263,183,237,177,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11279,183,238,178,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11446,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11480,183,230,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11596,183,237,178,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11630,183,238,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11664,183,231,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11797,183,232,178,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11829,183,232,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11863,183,230,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11929,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
11962,183,238,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
12014,183,236,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
12046,183,236,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
12112,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
12147,183,231,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
12280,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
12312,183,231,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
12346,183,230,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
13729,183,231,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
13929,183,238,177,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
13963,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
14246,183,230,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
15447,183,232,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
15480,183,237,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
15646,183,237,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
15679,183,237,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
15830,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
15863,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
15896,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
16029,183,237,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
16079,183,231,184,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
16179,183,238,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
16213,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
16247,183,238,184,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
17929,183,245,190,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
18047,183,246,189,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
19929,183,244,188,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
21031,183,244,189,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
21830,183,246,189,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
27498,183,238,184,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
27815,183,237,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
28015,183,237,177,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
28048,183,236,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
28648,183,231,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
28681,183,231,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
28714,183,230,176,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
28815,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29181,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29214,183,237,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29415,183,231,184,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29565,183,238,183,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29598,183,238,178,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29765,183,237,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29797,183,237,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29865,183,237,177,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
29882,183,238,177,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
30147,183,232,182,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
30180,183,233,184,,0.977653631,0.990537388,,183,237,183,,,,,,,,,,,,
30681,183,230,182,,0.977653631,0.990537388,,183,238,183,,,,,,,,,,,,
34747,183,237,182,,0.977653631,0.990537388,,183,238,183,,,,,,,,,,,,
36998,183,231,183,,0.977653631,0.990537388,,183,238,183,,,,,,,,,,,,
37015,183,231,183,,0.977653631,0.990537388,,183,238,183,,,,,,,,,,,,
37049,183,232,183,,0.977653631,0.990537388,,183,238,183,,,,,,,,,,,,
37081,183,231,183,,0.977653631,0.990537388,,183,238,183,,,,,,,,,,,,
37731,183,238,184,,0.977653631,0.990537388,,183,238,183,,,,,,,,,,,,
37781,183,237,182,,0.977653631,0.990537388,,184,238,183,,,,,,,,,,,,
11130,184,238,177,,0.972067039,0.985021199,,184,238,183,,,,,,,,,,,,
11162,184,238,178,,0.972067039,0.985021199,,184,238,183,,,,,,,,,,,,
11313,184,238,178,,0.972067039,0.985021199,,184,238,183,,,,,,,,,,,,
11346,184,232,177,,0.972067039,0.985021199,,184,238,183,,,,,,,,,,,,
11380,184,231,183,,0.972067039,0.985021199,,184,238,183,,,,,,,,,,,,
15929,184,239,185,,0.972067039,0.985021199,,184,238,183,,,,,,,,,,,,
15997,184,238,177,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
16114,184,233,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
16146,184,238,183,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
16280,184,239,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
16347,184,239,178,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
21513,184,246,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
21614,184,246,186,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
23546,184,244,188,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
25282,184,233,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
25315,184,239,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
26048,184,239,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
26081,184,240,185,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27064,184,232,183,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27081,184,233,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27114,184,239,185,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27348,184,238,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27414,184,239,178,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27598,184,240,179,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27731,184,233,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27765,184,238,183,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27781,184,238,183,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27948,184,239,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
27981,184,238,177,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29148,184,239,183,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29448,184,233,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29631,184,233,181,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29665,184,234,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29698,184,239,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29731,184,237,183,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29915,184,232,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
29948,184,239,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
30213,184,232,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
30248,184,238,184,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
30281,184,238,183,,0.972067039,0.985021199,,184,238,184,,,,,,,,,,,,
37748,184,238,183,,0.972067039,0.985021199,,185,238,184,,,,,,,,,,,,
16379,185,240,186,,0.966480447,0.97950501,,185,238,185,,,,,,,,,,,,
16564,185,241,180,,0.966480447,0.97950501,,185,238,185,,,,,,,,,,,,
16780,185,240,179,,0.966480447,0.97950501,,185,238,185,,,,,,,,,,,,
17296,185,238,184,,0.966480447,0.97950501,,185,238,185,,,,,,,,,,,,
17314,185,234,186,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
20530,185,243,187,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
21448,185,247,191,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25348,185,241,186,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25514,185,241,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25531,185,240,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25564,185,241,186,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25881,185,241,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25914,185,234,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25948,185,234,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
25981,185,241,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
26265,185,240,184,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
26298,185,240,179,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
26365,185,242,186,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
26798,185,240,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
26865,185,241,187,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27031,185,240,178,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27148,185,240,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27181,185,240,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27214,185,234,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27248,185,240,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27281,185,235,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27314,185,240,184,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27448,185,234,185,,0.966480447,0.97950501,,185,239,185,,,,,,,,,,,,
27481,185,240,184,,0.966480447,0.97950501,,185,239,186,,,,,,,,,,,,
27631,185,234,185,,0.966480447,0.97950501,,185,239,186,,,,,,,,,,,,
27665,185,234,185,,0.966480447,0.97950501,,185,240,186,,,,,,,,,,,,
27698,185,239,178,,0.966480447,0.97950501,,185,240,186,,,,,,,,,,,,
29481,185,240,185,,0.966480447,0.97950501,,185,240,186,,,,,,,,,,,,
29981,185,240,185,,0.966480447,0.97950501,,186,240,186,,,,,,,,,,,,
16497,186,241,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
16596,186,241,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
16747,186,235,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
16814,186,240,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
16847,186,235,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
16997,186,235,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
17030,186,241,180,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
17163,186,242,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
17196,186,241,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
17263,186,240,180,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
17347,186,241,181,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
18747,186,242,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
19764,186,241,180,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
19797,186,241,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
20181,186,242,180,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
20213,186,242,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
20329,186,242,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
21231,186,242,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
22380,186,236,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24114,186,241,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24565,186,241,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24598,186,242,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24631,186,242,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24681,186,236,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24848,186,241,179,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24881,186,241,186,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
24915,186,242,187,,0.960893855,0.973988821,,186,240,186,,,,,,,,,,,,
25065,186,241,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25132,186,240,180,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25165,186,241,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25232,186,241,179,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25265,186,240,185,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25382,186,235,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25631,186,236,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25764,186,236,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25798,186,241,181,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
25848,186,240,179,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
26148,186,243,187,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
26231,186,235,185,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
26331,186,241,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
26431,186,242,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
26582,186,237,186,,0.960893855,0.973988821,,186,241,186,,,,,,,,,,,,
26765,186,235,186,,0.960893855,0.973988821,,187,241,187,,,,,,,,,,,,
16430,187,236,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
16463,187,243,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
16879,187,243,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
16946,187,242,186,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
17063,187,242,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
17097,187,236,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
17129,187,237,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
17380,187,244,182,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
17546,187,243,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
17579,187,236,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18179,187,237,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18213,187,236,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18246,187,243,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18529,187,243,182,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18563,187,243,182,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18679,187,243,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18780,187,237,188,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
18946,187,237,187,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
19029,187,243,181,,0.955307263,0.968472632,,187,241,187,,,,,,,,,,,,
19730,187,236,186,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20013,187,243,188,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20047,187,238,188,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20114,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20147,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20280,187,236,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20313,187,242,180,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20363,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20430,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
20497,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
21198,187,242,181,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
21964,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
21996,187,243,188,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22147,187,243,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22180,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22414,187,236,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22630,187,244,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22664,187,243,181,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22698,187,243,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22880,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
22914,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23081,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23113,187,243,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23131,187,244,181,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23163,187,243,188,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23196,187,244,188,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23398,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23414,187,236,188,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23746,187,243,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23780,187,236,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23797,187,236,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23831,187,243,181,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23864,187,243,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23930,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
23963,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24081,187,242,186,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24181,187,236,188,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24315,187,243,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24348,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24365,187,237,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24498,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24531,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24715,187,242,187,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24748,187,243,181,,0.955307263,0.968472632,,187,242,187,,,,,,,,,,,,
24781,187,243,187,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
24948,187,237,188,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
25031,187,242,181,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
25414,187,242,181,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
25447,187,242,186,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
25664,187,242,180,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
25698,187,242,187,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26181,187,243,181,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26198,187,242,186,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26465,187,236,187,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26498,187,242,186,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26531,187,243,187,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26615,187,236,187,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26648,187,242,187,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26682,187,243,181,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26715,187,243,187,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26898,187,243,181,,0.955307263,0.968472632,,187,243,187,,,,,,,,,,,,
26998,187,235,186,,0.955307263,0.968472632,,188,243,187,,,,,,,,,,,,
16913,188,243,181,,0.94972067,0.962956443,,188,243,187,,,,,,,,,,,,
17513,188,244,187,,0.94972067,0.962956443,,188,243,187,,,,,,,,,,,,
17613,188,237,188,,0.94972067,0.962956443,,188,243,187,,,,,,,,,,,,
17631,188,238,189,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
17796,188,251,193,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18279,188,244,182,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18313,188,244,182,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18346,188,244,182,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18363,188,244,182,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18397,188,244,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18430,188,244,189,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18496,188,244,181,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
