time,Red,Green,Blue,,accuracy,precision,,Red after Sorting,Green after sorting,Blue after sorting,,,Reading (red),Repeated,Accuracy,precision,,Reading (Green),Repeated,,Reading (Blue),Repeated
6679,179,225,179,,1,0.987397855,,179,232,178,,,,,,,,,,,,
6713,179,231,172,,1,0.987397855,,179,232,179,,,,,,,,,,,,
6945,179,232,173,,1,0.987397855,,179,232,179,,,,,,,,,,,,
6962,179,232,178,,1,0.987397855,,179,232,179,,,,,,,,,,,,
7312,179,231,178,,1,0.987397855,,179,232,179,,,,,,,,,,,,
9946,179,232,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
9979,179,232,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
12696,179,226,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
12712,179,232,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
12746,179,232,180,,1,0.987397855,,179,232,179,,,,,,,,,,,,
13096,179,231,172,,1,0.987397855,,179,232,179,,,,,,,,,,,,
13129,179,231,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
13163,179,226,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
15796,179,237,183,,1,0.987397855,,179,232,179,,,,,,,,,,,,
15964,179,240,184,,1,0.987397855,,179,232,179,,,,,,,,,,,,
17230,179,241,186,,1,0.987397855,,179,232,179,,,,,,,,,,,,
25598,179,242,186,,1,0.987397855,,179,232,179,,,,,,,,,,,,
25831,179,241,185,,1,0.987397855,,179,232,179,,,,,,,,,,,,
26014,179,240,184,,1,0.987397855,,179,232,179,,,,,,,,,,,,
26115,179,235,186,,1,0.987397855,,179,232,179,,,,,,,,,,,,
26832,179,240,186,,1,0.987397855,,179,232,179,,,,,,,,,,,,
31346,179,227,180,,1,0.987397855,,179,232,179,,,,,,,,,,,,
31414,179,233,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
31481,179,227,179,,1,0.987397855,,179,232,179,,,,,,,,,,,,
31514,179,232,173,,1,0.987397855,,179,232,179,,,,,,,,,,,,
31547,179,233,180,,1,0.987397855,,179,232,179,,,,,,,,,,,,
31581,179,227,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
31614,179,226,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
31630,179,233,173,,1,0.987397855,,179,233,179,,,,,,,,,,,,
31664,179,232,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
31698,179,227,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
31980,179,232,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
32014,179,232,178,,1,0.987397855,,179,233,179,,,,,,,,,,,,
32815,179,233,180,,1,0.987397855,,179,233,179,,,,,,,,,,,,
32997,179,232,178,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33031,179,232,178,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33164,179,233,173,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33315,179,233,180,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33347,179,232,173,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33381,179,232,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33565,179,234,180,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33797,179,233,173,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33815,179,233,173,,1,0.987397855,,179,233,179,,,,,,,,,,,,
33848,179,233,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
34114,179,234,180,,1,0.987397855,,179,233,179,,,,,,,,,,,,
34297,179,233,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
34330,179,234,180,,1,0.987397855,,179,233,179,,,,,,,,,,,,
34514,179,233,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
34998,179,232,178,,1,0.987397855,,179,233,179,,,,,,,,,,,,
35031,179,231,172,,1,0.987397855,,179,233,179,,,,,,,,,,,,
35064,179,226,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
35098,179,232,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
35348,179,232,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
35381,179,234,175,,1,0.987397855,,179,233,179,,,,,,,,,,,,
36414,179,227,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
36447,179,233,179,,1,0.987397855,,179,233,179,,,,,,,,,,,,
36481,179,233,179,,1,0.987397855,,180,233,179,,,,,,,,,,,,
2679,180,233,180,,0.994413408,0.992914044,,180,233,179,,,,,,,,,,,,
5929,180,233,174,,0.994413408,0.992914044,,180,233,179,,,,,,,,,,,,
5962,180,234,181,,0.994413408,0.992914044,,180,233,179,,,,,,,,,,,,
5995,180,234,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
6012,180,234,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
6046,180,227,179,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
6079,180,233,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
6112,180,233,174,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
6146,180,235,175,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
6279,180,233,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10045,180,227,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10079,180,234,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10213,180,233,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10229,180,234,175,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10562,180,234,174,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10595,180,234,175,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10679,180,228,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
10713,180,228,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
12496,180,235,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
12846,180,227,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
12879,180,233,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
12913,180,233,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
12946,180,233,175,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
12979,180,234,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
13063,180,227,179,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
13196,180,234,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
13479,180,233,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
13547,180,227,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
13580,180,234,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
14813,180,233,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
14846,180,227,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
14880,180,227,180,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
14912,180,234,181,,0.994413408,0.992914044,,180,233,180,,,,,,,,,,,,
14964,180,233,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
15129,180,235,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
16413,180,241,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
16530,180,235,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
16980,180,241,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
20397,180,242,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
24148,180,241,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
24665,180,242,187,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
24815,180,242,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
25098,180,240,185,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
25198,180,242,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
25481,180,241,186,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
25731,180,242,187,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
28549,180,234,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
30814,180,227,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
30848,180,234,174,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31065,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31097,180,228,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31164,180,229,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31230,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31264,180,233,173,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31381,180,234,174,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31732,180,233,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31764,180,234,174,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31798,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31915,180,227,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
31947,180,227,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32114,180,229,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32298,180,233,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32332,180,227,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32365,180,233,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32397,180,235,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32549,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32581,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32615,180,234,175,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32781,180,227,179,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32848,180,233,174,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
32964,180,232,179,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
33198,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
33281,180,227,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
33764,180,227,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
33914,180,228,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
33947,180,228,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
33981,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34047,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34131,180,228,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34164,180,235,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34230,180,234,174,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34264,180,233,179,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34481,180,233,173,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34547,180,233,179,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34681,180,235,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
34965,180,233,173,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
35114,180,226,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
35148,180,229,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
35314,180,227,179,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
35730,180,227,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
35748,180,234,174,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
35781,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
35848,180,228,181,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36098,180,229,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36132,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36164,180,233,174,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36197,180,233,179,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36264,180,228,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36298,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36331,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36364,180,234,180,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36548,180,227,179,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36581,180,233,173,,0.994413408,0.992914044,,180,234,180,,,,,,,,,,,,
36614,180,233,180,,0.994413408,0.992914044,,180,234,181,,,,,,,,,,,,
36681,180,235,181,,0.994413408,0.992914044,,180,234,181,,,,,,,,,,,,
36865,180,228,181,,0.994413408,0.992914044,,181,234,181,,,,,,,,,,,,
6178,181,236,176,,0.988826816,0.998430233,,181,234,181,,,,,,,,,,,,
6246,181,235,175,,0.988826816,0.998430233,,181,234,181,,,,,,,,,,,,
6396,181,235,175,,0.988826816,0.998430233,,181,234,181,,,,,,,,,,,,
6430,181,235,175,,0.988826816,0.998430233,,181,234,181,,,,,,,,,,,,
6463,181,234,175,,0.988826816,0.998430233,,181,234,181,,,,,,,,,,,,
6496,181,235,174,,0.988826816,0.998430233,,181,234,181,,,,,,,,,,,,
6529,181,235,175,,0.988826816,0.998430233,,181,234,181,,,,,,,,,,,,
6562,181,234,180,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10113,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10146,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10179,181,234,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10262,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10295,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10529,181,234,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10613,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
10746,181,229,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12079,181,237,177,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12396,181,235,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12530,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12562,181,235,176,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12597,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12629,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12663,181,233,179,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
12813,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13012,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13229,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13247,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13296,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13313,181,234,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13347,181,235,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13380,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13413,181,234,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13446,181,234,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13596,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13630,181,234,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13663,181,234,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
13696,181,229,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14146,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14181,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14464,181,229,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14497,181,228,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14529,181,228,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14629,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14662,181,234,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
14947,181,234,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
15263,181,235,180,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
15379,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
16629,181,243,188,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
18713,181,242,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
19830,181,243,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
19963,181,243,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
19997,181,242,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
20247,181,243,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
20564,181,244,188,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
22213,181,243,188,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
22347,181,242,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
23614,181,243,188,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
23897,181,242,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
26398,181,242,186,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
26548,181,243,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
26748,181,243,186,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
26965,181,243,187,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28198,181,235,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28232,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28265,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28298,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28332,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28365,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28398,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28515,181,234,180,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
28582,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
30564,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
30597,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
30881,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
30914,181,235,176,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
31130,181,228,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
31198,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32230,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32265,181,235,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32432,181,235,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32465,181,229,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32499,181,230,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32532,181,229,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32648,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32681,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32714,181,234,180,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
32865,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
33598,181,229,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
33697,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34014,181,235,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34197,181,234,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34364,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34397,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34431,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34447,181,234,174,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34714,181,236,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34797,181,235,175,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34830,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
34932,181,234,180,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
35181,181,230,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
35414,181,236,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
35530,181,236,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
35631,181,235,180,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
35881,181,229,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
35914,181,229,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
35948,181,237,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
36048,181,234,180,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
36832,181,229,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
36897,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
36931,181,231,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
37280,181,229,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
37314,181,228,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
37348,181,229,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
37382,181,229,182,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
37598,181,235,181,,0.988826816,0.998430233,,181,235,181,,,,,,,,,,,,
37631,181,234,180,,0.988826816,0.998430233,,181,235,182,,,,,,,,,,,,
37665,181,235,182,,0.988826816,0.998430233,,181,235,182,,,,,,,,,,,,
38047,181,235,175,,0.988826816,0.998430233,,181,235,182,,,,,,,,,,,,
38082,181,235,175,,0.988826816,0.998430233,,181,235,182,,,,,,,,,,,,
38098,181,235,175,,0.988826816,0.998430233,,181,235,182,,,,,,,,,,,,
38132,181,235,179,,0.988826816,0.998430233,,181,236,182,,,,,,,,,,,,
38165,181,236,182,,0.988826816,0.998430233,,181,236,182,,,,,,,,,,,,
38298,181,234,17,,0.988826816,0.998430233,,182,236,182,,,,,,,,,,,,
6213,182,236,175,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
10496,182,235,175,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
10779,182,237,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
10913,182,235,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
10929,182,237,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11063,182,237,177,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11412,182,230,176,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11512,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11547,182,235,176,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11563,182,237,177,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11696,182,236,181,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11763,182,237,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
11897,182,230,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
12179,182,235,181,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
12213,182,235,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
12362,182,229,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
13763,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
13897,182,236,177,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
13996,182,230,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14013,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14079,182,236,175,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14113,182,235,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14213,182,230,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14279,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14329,182,235,175,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14362,182,235,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14396,182,237,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14430,182,235,181,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14563,182,230,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
14596,182,229,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
15230,182,235,175,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
15297,182,234,181,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
15412,182,236,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
15546,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
15580,182,230,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
15613,182,231,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
16064,182,231,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
16662,182,244,189,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
16680,182,244,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
16714,182,243,187,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
19413,182,244,187,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
19447,182,243,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
19481,182,243,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
20579,182,245,189,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
21264,182,243,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
21297,182,245,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
22030,182,244,189,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
22248,182,245,189,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
22281,182,244,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
22313,182,244,187,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
23581,182,244,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
23647,182,244,188,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
23681,182,244,187,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28082,182,230,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28115,182,237,183,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28182,182,235,176,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28432,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
28465,182,236,182,,0.983240223,0.996053578,,182,236,182,,,,,,,,,,,,
